n 420367389 36.7018681 -4.4388542
n 420375681 36.7024861 -4.4394311
n 250318082 36.7119288 -4.4411764
n 3779366834 36.7118009 -4.4413598
n 250318083 36.7118715 -4.4408693
n 3502691582 36.7116705 -4.4406993
n 250318089 36.7123042 -4.4409404
n 1142120581 36.7130082 -4.4414474
n 1142120288 36.713156 -4.4415548
n 1142120662 36.7135143 -4.441815
n 250318289 36.7147518 -4.4427296
n 914438813 36.7144622 -4.4427125
n 250318246 36.7094781 -4.4551408
n 1145486595 36.7098009 -4.4536512
n 577389306 36.7101984 -4.4518825
n 577389313 36.710232 -4.4517171
n 577389316 36.7103399 -4.4511809
n 250318255 36.7102411 -4.44603
n 250318254 36.7093364 -4.4457667
n 250318253 36.7094373 -4.4456343
n 250318257 36.7102763 -4.4458734
n 250318259 36.7100503 -4.4470505
n 250318273 36.7097838 -4.4469578
n 1145233621 36.70968 -4.4469205
n 250318265 36.7091614 -4.4467341
n 250318260 36.7087561 -4.4465817
n 1145233655 36.7090473 -4.447309
n 250318270 36.7090006 -4.4475441
n 5485152758 36.7089782 -4.4476816
n 3516888674 36.7088939 -4.4481999
n 250318267 36.7087838 -4.4488304
n 250318269 36.7082355 -4.4473396
n 250318274 36.7096308 -4.4477234
n 250318088 36.7122577 -4.4407759
n 250318276 36.7125157 -4.4405487
n 250318282 36.7091287 -4.44591
n 1145370821 36.7086292 -4.4455842
n 1145370924 36.7084346 -4.4454573
n 250318290 36.7135807 -4.4473643
n 3657220095 36.7140869 -4.4464905
n 913197271 36.7180807 -4.436817
n 914246067 36.7182415 -4.4364504
n 250318308 36.7174068 -4.4368264
n 419830790 36.7168188 -4.4367141
n 250318297 36.7174326 -4.4367186
n 914246081 36.7176134 -4.436746
n 914246073 36.7163196 -4.436622
n 248742440 36.714189 -4.4324069
n 419839316 36.714397 -4.433037
n 3652503198 36.7144547 -4.4331857
n 359010048 36.7151815 -4.4582672
n 331524868 36.7128988 -4.4583435
n 419641424 36.7180957 -4.4215764
n 303275904 36.7176505 -4.4225549
n 250318336 36.7177673 -4.4356228
n 250318335 36.7186075 -4.4358562
n 21497142 36.7172059 -4.4338806
n 420291106 36.7173202 -4.4348451
n 248742431 36.7139639 -4.4319188
n 250325318 36.7141446 -4.4311497
n 2839052633 36.7147832 -4.4304324
n 419835194 36.7152089 -4.429938
n 419828571 36.7157612 -4.4295416
n 2611021591 36.7158137 -4.4295062
n 248742438 36.7139685 -4.4324441
n 250325323 36.7135515 -4.4333918
n 250325326 36.713457 -4.4347144
n 2011648614 36.7134203 -4.4352344
n 419838582 36.7132421 -4.4304519
n 420064829 36.7130362 -4.4312279
n 250325347 36.7110869 -4.4386024
n 3502691896 36.7114742 -4.4390777
n 250325348 36.7121236 -4.4398526
n 250325349 36.7132855 -4.4362103
n 3502692011 36.7128504 -4.4359143
n 3502692008 36.7126228 -4.4357355
n 250325346 36.7123485 -4.4355494
n 1946048480 36.7176081 -4.419828
n 1945600655 36.7172954 -4.4201332
n 4046974219 36.7158174 -4.4215454
n 303276132 36.7156601 -4.4216962
n 1945600634 36.7153777 -4.421967
n 250325369 36.7116606 -4.425665
n 420060619 36.7110597 -4.4262802
n 4415054183 36.7110112 -4.4263308
n 248742493 36.7184724 -4.4197738
n 419641199 36.7181388 -4.4212287
n 1936301668 36.7120399 -4.4252451
n 419627518 36.7134523 -4.4256648
n 1945611423 36.7147501 -4.4254871
n 250325377 36.7149425 -4.4255691
n 250325379 36.7157528 -4.4262682
n 2815532495 36.7157485 -4.4258022
n 250962351 36.7141786 -4.4827371
n 1039214620 36.7142787 -4.482936
n 1039214117 36.7142746 -4.4830461
n 250962342 36.7141853 -4.4832128
n 418475132 36.7221936 -4.3975792
n 418178028 36.721756 -4.3993247
n 4831210754 36.7216615 -4.3996509
n 4831210750 36.7209551 -4.4018342
n 294035857 36.7205406 -4.4031356
n 251212746 36.6557083 -4.4766359
n 251212748 36.6541975 -4.478129
n 251212760 36.6603207 -4.4773498
n 251212761 36.6604009 -4.4771845
n 251212764 36.6607566 -4.4774136
n 251212765 36.6607539 -4.4777878
n 251212766 36.6604304 -4.4776543
n 351868474 36.6529263 -4.4794727
n 351868899 36.6530193 -4.4798233
n 253223378 36.6663927 -4.4674804
n 630737144 36.6692844 -4.4665613
n 295868048 36.6703219 -4.4670227
n 2616151282 36.6722309 -4.4662616
n 199109653 36.6725675 -4.4660096
n 746304957 36.6688545 -4.4671738
n 13838772 36.6660006 -4.4680265
n 1840202666 36.6650817 -4.4687518
n 387770489 36.6537104 -4.4782814
n 295866257 36.7466605 -4.4399204
n 5477192066 36.750985 -4.4314759
n 253231555 36.7394971 -4.3970393
n 253231561 36.7382816 -4.3951546
n 2614529620 36.7271644 -4.4061598
n 253231441 36.7272704 -4.4061234
n 253234398 36.7385651 -4.394461
n 21289940 36.7382594 -4.3924116
n 253234397 36.7387361 -4.3949622
n 13839361 36.7241501 -4.4549015
n 418480221 36.7238219 -4.4551065
n 253528458 36.7215916 -4.4563726
n 199110076 36.7241002 -4.4547656
n 418479738 36.7243375 -4.4546189
n 331524864 36.7263498 -4.4506399
n 2061466432 36.7174003 -4.4581459
n 253528460 36.721529 -4.456213
n 253233372 36.7575174 -4.4252894
n 253233347 36.7570034 -4.4271601
n 253531161 36.7570996 -4.4263669
n 253531163 36.7573821 -4.4264025
n 253233594 36.7567634 -4.4211918
n 253233589 36.7575333 -4.4243647
n 253231586 36.757394 -4.4252935
n 21289943 36.7566271 -4.4212002
n 256789834 36.709446 -4.4461591
n 256789829 36.7098041 -4.4462678
n 419010658 36.6705431 -4.4785496
n 2948994742 36.6692794 -4.4774995
n 349306677 36.6908502 -4.4573844
n 349305051 36.6906709 -4.4574518
n 295604966 36.7406898 -4.3850781
n 1941455325 36.7401972 -4.3870049
n 295604987 36.7372584 -4.3779053
n 295861717 36.7168369 -4.4366103
n 13838580 36.6896757 -4.4619798
n 2020338653 36.6858032 -4.4639034
n 21290445 36.6849064 -4.4645954
n 1003843717 36.685312 -4.4639691
n 359011047 36.6857958 -4.4627457
n 21289782 36.7403667 -4.3850387
n 295604995 36.7371473 -4.3781734
n 299011325 36.7350531 -4.3772436
n 297553975 36.6501398 -4.4879127
n 13839352 36.646781 -4.4909484
n 303275184 36.7184803 -4.4228664
n 577406877 36.7182946 -4.4235194
n 419677118 36.7180714 -4.4240833
n 248738379 36.7374584 -4.4247731
n 4682249786 36.7364192 -4.424858
n 418991896 36.7329568 -4.4251341
n 418991905 36.7374591 -4.42465
n 316869009 36.7373846 -4.4229683
n 316871939 36.7373611 -4.4224746
n 1941491948 36.7372918 -4.4210487
n 21497152 36.6730864 -4.4841167
n 872575607 36.6731727 -4.4841385
n 298461240 36.6732819 -4.484483
n 2538925937 36.6733841 -4.485082
n 2867488614 36.6738184 -4.4857738
n 21289862 36.7288808 -4.3647947
n 420560285 36.7280999 -4.3632691
n 401889682 36.7254679 -4.3662713
n 396058338 36.7244933 -4.3662769
n 298461329 36.7237563 -4.366293
n 396057279 36.7222795 -4.3663273
n 21497209 36.6678044 -4.480455
n 2948994728 36.6690045 -4.477488
n 298461250 36.6728823 -4.4843161
n 330103457 36.6719203 -4.4818173
n 913155698 36.7152967 -4.4479702
n 352658683 36.7153195 -4.4484202
n 352658684 36.715213 -4.4485336
n 352658860 36.7150741 -4.4485705
n 250318326 36.7149746 -4.448543
n 577406868 36.7148747 -4.4484557
n 1142145334 36.7148301 -4.4483761
n 248605290 36.6917925 -4.4499637
n 2860567597 36.6924159 -4.4496014
n 248742129 36.6897039 -4.4434
n 248605289 36.6896584 -4.4436951
n 248742124 36.6894776 -4.4435165
n 298894878 36.6893157 -4.4433769
n 248664687 36.6844131 -4.4462697
n 431607578 36.6840266 -4.4465067
n 431607577 36.6839894 -4.4464071
n 419010664 36.6843766 -4.4461699
n 13838461 36.7602967 -4.4255032
n 253233411 36.7563701 -4.4281961
n 299006296 36.7573094 -4.4266133
n 299006303 36.7570061 -4.4266014
n 299006304 36.7567469 -4.4265796
n 299006799 36.7558006 -4.4264968
n 419054427 36.7375287 -4.4246323
n 299006800 36.7554814 -4.4264723
n 299006903 36.7533114 -4.4260018
n 299007065 36.7575667 -4.4253322
n 299007060 36.7583236 -4.4262577
n 299008031 36.7558285 -4.4262562
n 199110425 36.7569978 -4.4263599
n 418990149 36.7536788 -4.424741
n 4582588339 36.753298 -4.4256241
n 299007029 36.7532769 -4.4256978
n 295604957 36.7384932 -4.3911302
n 299010139 36.7384766 -4.3923181
n 766885454 36.7204202 -4.4251251
n 2884667503 36.7205691 -4.425075
n 1487934963 36.7225169 -4.4244011
n 1487934978 36.7237094 -4.4227214
n 302886834 36.7240467 -4.421784
n 767455162 36.7240834 -4.4216851
n 4873738100 36.7243329 -4.4209003
n 302890020 36.724378 -4.4207679
n 302892475 36.7242918 -4.4205527
n 303283741 36.7242474 -4.4204433
n 302886970 36.7267339 -4.4235234
n 1487935050 36.7262746 -4.4232991
n 767455127 36.7261583 -4.4232127
n 1639825138 36.7253066 -4.4223895
n 3109154899 36.7243262 -4.4217817
n 302892333 36.7248451 -4.4197163
n 302892331 36.7254457 -4.4206316
n 1639757448 36.7253624 -4.4191084
n 302892474 36.725679 -4.418771
n 303010242 36.7228529 -4.4175042
n 303010241 36.7226453 -4.4170466
n 303004316 36.7155214 -4.4344431
n 2028662633 36.7155118 -4.4345431
n 248742428 36.7142663 -4.4320844
n 419829553 36.7146234 -4.4319031
n 418988624 36.7176628 -4.4296427
n 2023888511 36.7174272 -4.4296657
n 303004695 36.7111187 -4.4300297
n 303010158 36.7108576 -4.4294733
n 420069758 36.7101775 -4.431116
n 2902657788 36.7105961 -4.4306256
n 303010159 36.7095009 -4.4302045
n 3768528516 36.709389 -4.4303412
n 418376967 36.7156071 -4.4127547
n 1103187320 36.7158657 -4.412439
n 2368192233 36.7173279 -4.4107387
n 2818497511 36.7177288 -4.4102925
n 418977306 36.7178694 -4.4101074
n 1278961097 36.720496 -4.4036674
n 1278961975 36.720462 -4.4041668
n 418185723 36.7202983 -4.4051438
n 4879920312 36.7201973 -4.4054443
n 418977710 36.7196901 -4.4067017
n 418376965 36.7191677 -4.4076858
n 418977277 36.7187791 -4.4083012
n 294035851 36.7183092 -4.4093153
n 303133459 36.6568899 -4.4846967
n 251215998 36.6562741 -4.4852796
n 303193218 36.7202973 -4.4285823
n 446252423 36.7203434 -4.4291536
n 418964378 36.7372916 -4.427178
n 418962083 36.7360093 -4.4273503
n 418991409 36.7332388 -4.4277085
n 1628378034 36.7158475 -4.4218125
n 331525911 36.7160715 -4.4219127
n 418376981 36.7167015 -4.4221677
n 419625737 36.7170492 -4.4223129
n 419641406 36.7174662 -4.4224813
n 303277852 36.7157273 -4.4222917
n 419652684 36.7149569 -4.4232768
n 303278164 36.7150509 -4.4229738
n 303280830 36.7264114 -4.4203132
n 767455142 36.7260621 -4.4204939
n 1639757450 36.7258825 -4.4205746
n 1487935019 36.7253934 -4.420638
n 418233783 36.7237981 -4.4196064
n 5267725355 36.7231712 -4.4183158
n 767419524 36.7233438 -4.418087
n 418233786 36.7242245 -4.4190534
n 418987423 36.7238784 -4.4207265
n 303283736 36.7232877 -4.4210947
n 308186895 36.6728236 -4.4779292
n 2815511560 36.6728632 -4.4779039
n 1290242726 36.6730826 -4.4777729
n 309858053 36.7514733 -4.4312002
n 309857984 36.7528186 -4.4304514
n 295866252 36.7530166 -4.4303426
n 309857988 36.7528876 -4.4306255
n 13838552 36.7515201 -4.4313979
n 535221940 36.7471731 -4.4375995
n 420563399 36.7317119 -4.356531
n 420563452 36.7300647 -4.3509402
n 312015584 36.7169415 -4.3472977
n 4948158843 36.7169062 -4.3471904
n 279471256 36.7417319 -4.4071049
n 21289822 36.7419551 -4.4035913
n 316858083 36.7614989 -4.4241286
n 316868961 36.7580719 -4.4257414
n 316868972 36.757169 -4.425518
n 316868998 36.7460684 -4.42185
n 1279278992 36.7459333 -4.4212298
n 1279303972 36.7457248 -4.4206914
n 1279278953 36.74546 -4.4201649
n 1279278959 36.7443799 -4.4179336
n 2919675305 36.7462161 -4.4175309
n 419107918 36.7313525 -4.4215428
n 419130278 36.7316728 -4.4216807
n 419130838 36.7319442 -4.4217215
n 419127619 36.732258 -4.4217686
n 419131782 36.7323081 -4.4217761
n 1941620691 36.7326084 -4.4218212
n 4739492450 36.7327346 -4.4218406
n 419125998 36.7329575 -4.421875
n 419116132 36.7343154 -4.4223533
n 316871931 36.7346664 -4.4225492
n 446252426 36.7374185 -4.4224784
n 316871956 36.7378845 -4.4226811
n 419548357 36.7378777 -4.4228834
n 319509615 36.6743457 -4.4843755
n 319509712 36.6737323 -4.4850564
n 319844879 36.7351897 -4.4058808
n 1941455263 36.7352008 -4.4057553
n 319844883 36.7352843 -4.4056942
n 2993318026 36.7353226 -4.4056989
n 2426799055 36.7353971 -4.4057872
n 319844876 36.7354024 -4.4058456
n 2415569372 36.7329106 -4.4037876
n 319844891 36.753729 -4.4243649
n 319844897 36.7538112 -4.4244841
n 1126682972 36.7538115 -4.4246022
n 316869119 36.7529595 -4.4153491
n 316869135 36.7566377 -4.4192709
n 319844903 36.753524 -4.4244384
n 5449196363 36.7533401 -4.4243278
n 4339018026 36.7531585 -4.4242185
n 4339018029 36.7528699 -4.4240456
n 1942737513 36.7525961 -4.4238816
n 1942737510 36.7525022 -4.4238253
n 1942737509 36.7524522 -4.4237954
n 1942737472 36.7515841 -4.4232712
n 1279304112 36.7504166 -4.4225968
n 1004321094 36.7562579 -4.4186672
n 323813784 36.7460475 -4.4086717
n 5412441621 36.7455239 -4.4107722
n 4691951597 36.7433872 -4.4107601
n 279471049 36.7432613 -4.410908
n 4692054230 36.7425006 -4.4115759
n 1941492212 36.7417436 -4.4120442
n 5412230995 36.7415101 -4.4121497
n 279471238 36.7463502 -4.4081776
n 319840993 36.7416446 -4.4027839
n 279471254 36.7407848 -4.4120157
n 420563002 36.7325903 -4.3522615
n 325937581 36.7323798 -4.3546706
n 298461281 36.6719969 -4.4818017
n 2504927721 36.6730812 -4.4840303
n 330103452 36.6687898 -4.4800123
n 420621707 36.7217218 -4.3844105
n 331524961 36.7214554 -4.3843679
n 395842041 36.7223492 -4.3668504
n 406365272 36.7224051 -4.3678212
n 3983898384 36.7223995 -4.3682573
n 395842034 36.7224028 -4.3693008
n 349309803 36.7131689 -4.4576106
n 250962327 36.7130286 -4.4583545
n 250318325 36.7131486 -4.4569914
n 295867313 36.7137464 -4.4539072
n 331524862 36.7374653 -4.4234902
n 768572017 36.710732 -4.4296666
n 420062583 36.7110879 -4.4295634
n 331525906 36.7115876 -4.4294326
n 419646226 36.7152925 -4.4247038
n 419646227 36.7154017 -4.4243325
n 419652689 36.7156187 -4.4235654
n 3556358828 36.7159385 -4.4223963
n 295868468 36.6485307 -4.4882089
n 349117787 36.6496387 -4.4880233
n 349119101 36.6563678 -4.4861012
n 349119146 36.6572399 -4.4850675
n 303133469 36.6571004 -4.484407
n 349119072 36.6586242 -4.4855226
n 349119523 36.6586853 -4.4856855
n 872579373 36.6577978 -4.4860555
n 349305257 36.6820924 -4.4627547
n 2061409159 36.6831637 -4.4625671
n 415864971 36.6911469 -4.4568599
n 5415172867 36.6911749 -4.4569943
n 360908465 36.6911556 -4.457209
n 349306681 36.6909874 -4.4573785
n 746325897 36.6907645 -4.4573417
n 577389287 36.7127521 -4.4658749
n 2063699163 36.7125739 -4.4639376
n 577389289 36.7125321 -4.4635185
n 349308675 36.7161493 -4.4581868
n 577421648 36.7144437 -4.4535145
n 1524534234 36.7145803 -4.4562067
n 913071724 36.7151869 -4.4577773
n 350446238 36.710218 -4.5275223
n 350446227 36.7111847 -4.5267105
n 350447232 36.7123589 -4.5277703
n 350447263 36.7109575 -4.5304345
n 350447285 36.7112844 -4.526752
n 350447544 36.7123109 -4.5277138
n 350447370 36.7108247 -4.5306266
n 350447420 36.7098059 -4.5243117
n 350446249 36.7108823 -4.5257767
n 350467187 36.715731 -4.5549042
n 350467215 36.7158551 -4.5555819
n 352951313 36.7309676 -4.5508415
n 350468028 36.7187057 -4.5556773
n 3832195766 36.6850989 -4.5463436
n 352722272 36.6860036 -4.5499796
n 3832195914 36.6902985 -4.5538709
n 471057268 36.7184085 -4.5898952
n 350595142 36.7186609 -4.5900668
n 295868056 36.6498553 -4.4815925
n 351867194 36.6521465 -4.4789561
n 4531819303 36.6532044 -4.4792645
n 351867714 36.6526058 -4.479703
n 3209534241 36.6440422 -4.4783766
n 3209544957 36.6480683 -4.4749445
n 251216007 36.6574551 -4.487351
n 529391691 36.6575105 -4.4873224
n 349119600 36.657738 -4.4874064
n 349119755 36.6577817 -4.4876979
n 2860154002 36.6887332 -4.4546671
n 746325903 36.6893057 -4.455276
n 1523935321 36.7208273 -4.4571314
n 351936144 36.7199688 -4.458644
n 894021224 36.7206001 -4.4565918
n 892945110 36.7223694 -4.4556192
n 892945114 36.7232813 -4.4551058
n 892945102 36.7237643 -4.4548124
n 351936463 36.7197047 -4.4597395
n 351936462 36.7196406 -4.457747
n 352665230 36.7522838 -4.4282843
n 352665229 36.752349 -4.4283205
n 352665227 36.7524276 -4.4285516
n 352665225 36.7521807 -4.4287376
n 352665967 36.7521306 -4.4287055
n 418990250 36.7520527 -4.4284939
n 352665232 36.7520836 -4.4283835
n 418991197 36.7526206 -4.4273736
n 1279062913 36.7526885 -4.4271956
n 1081293522 36.7519118 -4.4302444
n 1081293393 36.7519641 -4.4317923
n 352666032 36.7482732 -4.4348123
n 1840203064 36.6758629 -4.5336606
n 922241484 36.6760807 -4.5341967
n 352843186 36.6535135 -4.5903589
n 1381969508 36.6533752 -4.5897547
n 352843177 36.6536318 -4.5902481
n 352843178 36.6537691 -4.5902477
n 1381969524 36.6539229 -4.5904629
n 1381969515 36.6534774 -4.5904746
n 352921019 36.6754867 -4.5340053
n 1840202974 36.674971 -4.5341822
n 729635628 36.6636473 -4.582492
n 1381969530 36.654253 -4.5900925
n 729635629 36.6636599 -4.5821268
n 729638666 36.6637458 -4.5820824
n 729635631 36.6640215 -4.5822579
n 352921501 36.663891 -4.5825946
n 322498568 36.7246893 -4.4569342
n 418346875 36.7245203 -4.4565126
n 1527386011 36.7305632 -4.468158
n 1527386042 36.7308735 -4.4686537
n 352949242 36.7332926 -4.4764669
n 352949243 36.733189 -4.4766186
n 352949244 36.73312 -4.4766403
n 352949283 36.732877 -4.4760372
n 1527386187 36.7328943 -4.4758495
n 352949284 36.7329564 -4.4757914
n 352949237 36.7330275 -4.475769
n 352951317 36.7310292 -4.5503497
n 352951304 36.7313214 -4.5503339
n 352951305 36.7314212 -4.5504555
n 358423298 36.7201715 -4.4601121
n 418346040 36.7217654 -4.4604574
n 1143799047 36.7241087 -4.4609564
n 358423300 36.7256048 -4.4612843
n 358423315 36.7249308 -4.4680318
n 1531904987 36.7242178 -4.4678863
n 358423314 36.7235486 -4.4677565
n 1523935611 36.7257072 -4.4621164
n 1180495149 36.725569 -4.4632133
n 358423310 36.725532 -4.463547
n 1143799037 36.7217701 -4.4692113
n 2405886546 36.7219546 -4.4677868
n 2436873061 36.7233268 -4.4669545
n 358423329 36.7233991 -4.4664202
n 358423332 36.7235014 -4.4658002
n 358423333 36.7235567 -4.4650798
n 358423341 36.7268182 -4.466877
n 358423342 36.7260543 -4.4667968
n 1522149976 36.7257276 -4.4667645
n 1522149951 36.7256732 -4.4667591
n 358423345 36.725093 -4.4666645
n 358424065 36.7248242 -4.4640618
n 358424066 36.7246025 -4.465295
n 358424071 36.7251678 -4.4661182
n 1531904999 36.7243807 -4.4658949
n 358424069 36.7238523 -4.465838
n 358424073 36.7236022 -4.4673948
n 1143799040 36.7220845 -4.4669692
n 358424328 36.7247645 -4.4693837
n 358424332 36.7243613 -4.4693102
n 1531904978 36.7240354 -4.469235
n 358424335 36.7237245 -4.469181
n 358424329 36.7233672 -4.4690987
n 358424330 36.7241959 -4.4703506
n 358424333 36.7236054 -4.4700994
n 1531904971 36.7237241 -4.4703462
n 21497120 36.7199723 -4.459698
n 21497147 36.7197997 -4.4576555
n 351936560 36.7199437 -4.4594443
n 351936461 36.7195859 -4.4570328
n 894085808 36.7194742 -4.4556965
n 359008612 36.7128219 -4.4595032
n 359005190 36.7130251 -4.4576446
n 349307645 36.7125733 -4.4615944
n 349308718 36.7125733 -4.4617575
n 250962329 36.7125851 -4.4622125
n 359008608 36.7143837 -4.4576839
n 359008606 36.7142284 -4.4582917
n 2063706710 36.7098651 -4.4584526
n 349307792 36.7125764 -4.4601464
n 349307794 36.7126819 -4.4595389
n 3768905390 36.712838 -4.4586966
n 359008614 36.7127088 -4.4601508
n 538551567 36.6861814 -4.4618748
n 359011058 36.6876736 -4.4612898
n 359011060 36.6864965 -4.4627829
n 297463332 36.6842004 -4.4657258
n 359011051 36.6864361 -4.4626867
n 359011055 36.6875567 -4.4612571
n 746325910 36.6889339 -4.4595206
n 359014508 36.6692595 -4.4666773
n 359014544 36.6693859 -4.4665629
n 359014540 36.6696106 -4.4665045
n 359014521 36.6699412 -4.4674624
n 359014563 36.669913 -4.4676165
n 359014517 36.6696006 -4.4676937
n 1290242710 36.6685272 -4.4709589
n 1290242685 36.6684662 -4.471232
n 253223462 36.6683573 -4.4712002
n 253223522 36.6684491 -4.4709645
n 21290306 36.6921458 -4.4646905
n 360907356 36.6927926 -4.4638057
n 904987537 36.693753 -4.4624757
n 5143353595 36.6940377 -4.4620743
n 904987315 36.6941196 -4.4619589
n 3550523471 36.6942565 -4.4617663
n 360907360 36.6945261 -4.4613901
n 360908170 36.6870446 -4.4573536
n 360908172 36.6871566 -4.4574052
n 360908173 36.6871914 -4.4574905
n 360908174 36.6871837 -4.457584
n 360908176 36.6871022 -4.4576801
n 360908177 36.6870263 -4.4576843
n 746325892 36.6869575 -4.4576323
n 2262799607 36.687489 -4.4573637
n 360908220 36.6879665 -4.4573019
n 349306708 36.6906303 -4.4570274
n 362322790 36.6866092 -4.4526439
n 544060920 36.6860297 -4.4516779
n 806547381 36.6853732 -4.4498534
n 544060932 36.6849649 -4.4487313
n 676384733 36.7042497 -4.4400216
n 360907366 36.6949326 -4.4610912
n 1145441988 36.6962703 -4.4590612
n 352921439 36.6706623 -4.5551303
n 2780855167 36.6702842 -4.5558086
n 549969278 36.6695982 -4.5574545
n 250318100 36.7097386 -4.4451444
n 914190352 36.7096417 -4.4452913
n 199109732 36.6885272 -4.4619868
n 387766260 36.688601 -4.4601118
n 3715289437 36.6892663 -4.4616838
n 248737759 36.6908042 -4.4615134
n 387770487 36.6525408 -4.4791003
n 387770490 36.6536706 -4.4781496
n 295868053 36.6556317 -4.4765011
n 1840202664 36.664335 -4.4691813
n 746304964 36.6688609 -4.4670347
n 387770488 36.6526043 -4.4791996
n 351867729 36.649881 -4.4817855
n 1004291207 36.7542474 -4.4283399
n 350445713 36.7122498 -4.5145017
n 1840203652 36.7114221 -4.5143559
n 350468036 36.7163103 -4.5556874
n 350468039 36.7158604 -4.5556293
n 577389176 36.7147373 -4.5509503
n 350467218 36.7163021 -4.5556215
n 350466783 36.7187403 -4.5555155
n 350595146 36.7190211 -4.5904624
n 395814402 36.7210541 -4.3717111
n 395916447 36.7213849 -4.3717188
n 395814408 36.7224056 -4.3717365
n 406364784 36.7229347 -4.3717416
n 406364584 36.7235073 -4.3717454
n 395817788 36.7239782 -4.3717423
n 395817794 36.7244997 -4.371751
n 401890230 36.7239664 -4.3705419
n 395819428 36.7239593 -4.3693119
n 396059394 36.7235325 -4.3619144
n 395924165 36.7226222 -4.3623626
n 395842064 36.7214637 -4.3629345
n 3382411413 36.7266174 -4.361219
n 397832772 36.7266579 -4.3610605
n 395860048 36.7269954 -4.3627353
n 529737241 36.7268331 -4.3623796
n 395842086 36.7254549 -4.3580085
n 395885851 36.7267647 -4.3567202
n 395882529 36.7277493 -4.3557733
n 395883754 36.7252587 -4.3575469
n 395885835 36.7268976 -4.3552791
n 395885846 36.7263822 -4.3555582
n 395887142 36.7256666 -4.3568067
n 395887373 36.726354 -4.358509
n 395888179 36.7263269 -4.3581631
n 395888910 36.7253375 -4.3610219
n 395856971 36.7252058 -4.3592073
n 418819915 36.7267261 -4.3623048
n 395895003 36.726044 -4.3625476
n 418815656 36.724979 -4.3622106
n 396003740 36.7247886 -4.36223
n 769870630 36.7242832 -4.3622526
n 395842069 36.7241189 -4.3616337
n 395842073 36.7237511 -4.3604884
n 395938364 36.7233587 -4.3605409
n 395938740 36.7230296 -4.360583
n 395939400 36.7226622 -4.3606269
n 395940014 36.7223435 -4.3606743
n 395940630 36.7220764 -4.360709
n 5454670027 36.7211996 -4.3629619
n 5454676660 36.7210446 -4.3629788
n 395909341 36.7203067 -4.363059
n 395908811 36.7197015 -4.3631162
n 395909977 36.7197963 -4.3645337
n 395832810 36.7204097 -4.3644678
n 5454670031 36.7214719 -4.3643641
n 395842055 36.7219021 -4.3642746
n 395910165 36.7208182 -4.3572831
n 395912086 36.720186 -4.3574631
